"date";"rain";"tmin";"tmax"
"07/12";0;14,22;26,04
"07/12";4,84;14,9;28,54
"07/12";3,9;5,28;10,94
"07/12";12,38;12,46;19,82
"07/12";0;12,02;25,26
"07/12";2,24;12,32;19,5
"07/12";2,64;12,5;26,96
"07/12";0;11,26;27,34
"07/12";2,26;12,06;23,04
"07/12";2,32;13,28;22,88
"07/12";2,56;8,9;15,92
"07/12";6,94;13,7;21,34
"07/12";0,08;13,26;25,48
"07/12";0;13,5;25,32
"07/12";0;18;31,26
"07/12";0;10,16;24,84
"07/12";0,92;10,24;17,62
"07/12";6,58;13,94;28,44
"07/12";3,48;13,84;24,34
"07/12";3,62;13,42;20,3
"07/12";0;7;22,9
"07/12";6,96;15,8;31,12
"07/12";2,2;9,4;18,1
"07/12";1,88;6,1;14,76
"07/12";0,02;12,16;25,64
"07/12";5,14;15,02;25,74
"07/12";0,56;10,96;20,22
"07/12";0,94;10,24;22,1
"07/12";0,62;13,52;22,42
"07/12";0,54;12,72;20,52
"07/12";4,54;7,18;16,22
"07/12";1,92;12,38;21,58
"07/12";4,225;12,275;24,95
"07/12";0,4;14,45;26,425
"07/12";2,5;8,18;15,84
"07/12";3,025;12,08;19,4
"07/12";8,425;16,46;27,24
"07/12";1,15;9,4;18,4
"07/12";6,525;14,64;24
"07/12";0,975;8,18;19,72
"07/13";6,16666666666667;10,6;18,25
"07/13";0;11,325;28,675
"07/13";0,633333333333333;11,95;25,2
"07/13";2,56666666666667;12,275;25,35
"07/13";1,3;13,35;22,075
"07/13";5,32;10,175;16,4
"07/13";2,98;11,325;16,05
"07/13";5,76;12,275;20,25
"07/13";0;11,45;24,75
"07/13";3,92;11,025;24,275
"07/13";0;13,625;28,65
"07/13";5,42;14,05;26,525
"07/13";0,38;8,275;18,775
"07/13";20,76;9,45;21,35
"07/13";0,26;10,8;19,425
"07/13";7,88;10,44;22,28
"07/13";0,84;9,22;24,52
"07/13";0;11,92;27,58
"07/13";5,38;11,54;26,24
"07/13";1,32;13,36;26,54
"07/13";6,08;9,76;19,04
"07/13";0,32;8,62;17,38
"07/13";3,2;13,54;27,34
"07/13";8,84;13,54;24,1
"07/13";5,3;7,98;13,6
"07/13";0,28;11,6;19,88
"07/13";0,3;14,32;27,2
"07/13";0;10,2;24,5
"07/13";2,38;13,74;23,6
"07/13";8,2;14,2;24,3
"07/13";2,14;11,6;22,9
"07/13";6,24;13,62;20,76
"07/13";2,1;8,54;13,96
"07/13";13,9;13,52;20,9
"07/13";0;14,26;26,2
"07/13";5,04;15,16;25,42
"07/13";4,5;16,32;27,08
"07/13";0;12,8;26,44
"07/13";1,72;10,64;17,62
"07/13";4,68;14,26;26,4
"07/13";10,44;11,44;24,42
"07/13";4,68;13,04;22,52
"07/13";0;9,56;25,62
"07/13";14,24;15,78;27,86
"07/13";0,02;10,18;19,94
"07/13";0,7;6,5;16,04
"07/13";1,16;12,94;24,74
"07/13";1,44;14,48;26,52
"07/13";0;11,12;25,44
"07/13";1,5;10,76;25,28
"07/13";22,34;12,84;27,64
"07/13";1,58;13,96;25,38
"07/13";1,66;7,32;17,18
"07/13";4,28;12,02;22,2
"07/13";8,7;14,2;23,05
"07/13";0;14,275;25,975
"07/13";3,225;8,52;14,22
"07/13";0;10,64;23,8
"07/13";7,75;13,52;27,42
"07/13";0;10,46;24,3
"07/13";25,65;12,7;17,86
"07/13";0;12,92;25,54
"07/14";13,2666666666667;11,2;18,325
"07/14";11,4333333333333;15,05;27,625
"07/14";30,2666666666667;11,475;28,15
"07/14";0,0666666666666667;12,55;25,85
"07/14";5,96666666666667;14,925;23,775
"07/14";3,96;9;20,625
"07/14";1,12;9,95;18,775
"07/14";4,84;12,85;19,125
"07/14";5,46;12,75;21,45
"07/14";9,28;13,45;19,8
"07/14";5,16;15,05;23,75
"07/14";18,26;13,275;24,575
"07/14";2,16;7,7;23,625
"07/14";1,22;9,325;20,9
"07/14";2,42;9,35;20,65
"07/14";1,34;11,26;17,54
"07/14";2,18;11,8;25,4
"07/14";0,42;14,28;29
"07/14";28,98;13,64;22,12
"07/14";0,48;13,58;27,74
"07/14";8,22;11,62;21,84
"07/14";0,26;11,08;21,66
"07/14";8,78;14,18;26,96
"07/14";0;11,52;22,18
"07/14";4,64;9,16;16,16
"07/14";1,5;10,76;22,42
"07/14";5,4;14,4;25,56
"07/14";0;11,96;28,06
"07/14";0,08;13,2;25,34
"07/14";19,96;11,42;20,8
"07/14";6,2;13,04;24,36
"07/14";2,22;12,64;18,38
"07/14";0,08;9,44;19,2
"07/14";1,24;12,82;18,16
"07/14";5,78;13,84;26
"07/14";0,16;12,9;22,5
"07/14";2,6;14;23,82
"07/14";0;14,02;28,54
"07/14";0;8,8;18,7
"07/14";3,6;14,4;26,78
"07/14";20,02;11,84;20,86
"07/14";4,22;11,28;18,12
"07/14";0,96;12,4;25,1
"07/14";23,88;12,76;19,86
"07/14";0,84;9,52;23,86
"07/14";8,04;6,04;17,04
"07/14";1,52;11,42;26,86
"07/14";13,36;14,48;26,66
"07/14";0;13,34;27,36
"07/14";15,38;12,3;24,3
"07/14";12,2;10,82;21,34
"07/14";5,4;13,18;21,22
"07/14";6,22;8,74;15,9
"07/14";0;12,34;27,48
"07/14";10,675;13,2;20,375
"07/14";0;10,25;25,575
"07/14";2,25;9,16;17,62
"07/14";0;12,08;25,42
"07/14";1,425;14,28;26,68
"07/14";4,775;12,8;29,7
"07/14";15,25;10,84;14,08
"07/14";0;14,26;28,16
"07/15";26,5;11,05;15,375
"07/15";4,36666666666667;13,75;25,35
"07/15";3,16666666666667;10,425;16,6
"07/15";10,3333333333333;12,925;23,8
"07/15";15,3333333333333;13,825;24,45
"07/15";5,84;11,5;20,9
"07/15";7,36;11,25;18,975
"07/15";1,9;12,65;20,775
"07/15";7,04;10,875;21,95
"07/15";23,68;9,675;15,35
"07/15";0,34;13,1;26,95
"07/15";22,62;12,825;16,65
"07/15";12,32;11,5;20,6
"07/15";18,78;12,075;19,975
"07/15";11,48;11,35;18,825
"07/15";0;7,64;23,92
"07/15";1,68;12,28;25,44
"07/15";4,02;14,52;26,06
"07/15";11,82;9,64;15,76
"07/15";13,38;13,18;24,78
"07/15";12,96;10,08;17,16
"07/15";0;8,5;24,04
"07/15";29,12;5,32;17,88
"07/15";0;11,56;24,24
"07/15";8,52;10,26;17,38
"07/15";1,8;13,68;21,98
"07/15";3,86;11,48;21,6
"07/15";10,28;15,2;27,98
"07/15";0,02;13,54;27,86
"07/15";0,92;11,48;17,16
"07/15";0,9;13,02;21,1
"07/15";1,66;10,84;22,56
"07/15";0,84;11,4;19,94
"07/15";1,7;11,18;18,38
"07/15";6,44;13,1;28,68
"07/15";0;9,96;24,88
"07/15";12,42;13,4;20,48
"07/15";17,64;15,56;26,26
"07/15";0;7,18;21,46
"07/15";3,24;14,02;25,62
"07/15";8,86;8,8;15,24
"07/15";0;9,16;20,56
"07/15";0;11,02;23,92
"07/15";0;12,1;22,04
"07/15";2,82;13,22;21,98
"07/15";8,66;10,34;17,06
"07/15";0,46;14,58;22,82
"07/15";4,46;13,62;22,18
"07/15";0;14,28;27,34
"07/15";2,46;13,08;19,36
"07/15";0;8,42;20,04
"07/15";3,14;11,6;20,5
"07/15";2,56;7,66;14,42
"07/15";14,72;15;26,26
"07/15";5,55;13,9;22,85
"07/15";0;11,95;28,975
"07/15";0,775;11;18,5
"07/15";1,85;12,7;27,52
"07/15";0;13,92;24,84
"07/15";0;15,68;31,74
"07/15";0;9,62;20,92
"07/15";0,825;15,62;25,94
"07/16";4,06666666666667;7,85;13,125
"07/16";9,9;13,15;22,6
"07/16";0;8,45;24,75
"07/16";24,0333333333333;12,975;18,85
"07/16";1,03333333333333;12,35;19,475
"07/16";0;11,525;22,1
"07/16";2,42;9,65;15,95
"07/16";0;12,5;23,85
"07/16";17,48;9,925;18,575
"07/16";1,26;8,275;15,85
"07/16";8,78;15,275;27,5
"07/16";2,14;11,35;15,125
"07/16";18,98;10,75;18,325
"07/16";5,8;10,425;15,55
"07/16";7,18;10,025;19,575
"07/16";0;10,62;26,8
"07/16";0;13,02;25,64
"07/16";6,1;12,72;21,4
"07/16";3,92;7,5;20,16
"07/16";2,04;12,76;22,46
"07/16";6,94;9,06;15,76
"07/16";0;10,22;26,92
"07/16";7,6;4,64;10,76
"07/16";1,26;10,98;25,94
"07/16";2,1;11,2;24,9
"07/16";0,24;13,46;21,86
"07/16";3,1;11,68;24,84
"07/16";5,92;13,96;23,26
"07/16";0,52;13,9;30,36
"07/16";8,06;8,24;20,3
"07/16";0;11,46;23,06
"07/16";3,16;12,18;19,74
"07/16";13,4;11,76;17,1
"07/16";1,74;11,52;20,84
"07/16";3,34;14,62;28,14
"07/16";0;11,12;26,9
"07/16";1,08;9,84;16,64
"07/16";12,74;13,94;23,16
"07/16";0;8,98;23,62
"07/16";2,3;15;24,6
"07/16";5,42;8,24;17,22
"07/16";0,8;9,84;22,54
"07/16";0;10,94;26,32
"07/16";3,68;11,12;25,78
"07/16";9,04;13,66;23,14
"07/16";4,2;12,2;22,56
"07/16";0;14,02;27,62
"07/16";3,54;12,8;24,66
"07/16";0,36;15,46;24,52
"07/16";0;10,46;24,18
"07/16";5;8,9;19,94
"07/16";1,04;11,5;21,64
"07/16";0,62;7;15,3
"07/16";8,72;11,96;20,26
"07/16";4,325;14,275;22,525
"07/16";6,175;15,1;31,325
"07/16";11,2;12,94;25,2
"07/16";7,025;14,8;25,88
"07/16";0;13,12;24,36
"07/16";0;16,26;32,08
"07/16";0;10,52;25,64
"07/16";0,05;14,88;28,74
"07/17";2;7,525;14,025
"07/17";5,63333333333333;12,3;22,65
"07/17";10;12,325;26,1
"07/17";11,9;11,15;13,8
"07/17";3,1;11,825;22,775
"07/17";0;11,875;28,1
"07/17";0;7,475;20,75
"07/17";0;13,75;26,1
"07/17";1,48;8,5;17,5
"07/17";0,84;7,675;16,375
"07/17";0,62;11,825;19,35
"07/17";0;10,725;17,975
"07/17";0;9,525;20,675
"07/17";8,34;8,925;17,475
"07/17";7,88;10,025;14,425
"07/17";0;12,86;27,34
"07/17";2,5;15,9;26,22
"07/17";2,18;11,06;16,54
"07/17";21,5;10,74;16,18
"07/17";0,78;13,1;24,16
"07/17";23,96;8,8;12,48
"07/17";1,52;13,3;28,36
"07/17";2,84;6,78;11,84
"07/17";9,7;13;22,86
"07/17";1,74;12,42;25,52
"07/17";14,62;14,64;23,2
"07/17";37;13,02;21,04
"07/17";4,58;14,28;24,5
"07/17";11,16;15,44;31,4
"07/17";0,48;12,06;18,66
"07/17";0;11,16;24,32
"07/17";1,5;10,98;18,08
"07/17";0,22;9,66;16,26
"07/17";12,02;12,96;21,82
"07/17";1,84;14,74;22,84
"07/17";0;12,24;29,12
"07/17";0,22;8,1;15,1
"07/17";5,62;13,46;20,84
"07/17";0;11,06;25,7
"07/17";0,34;14,98;24,52
"07/17";3,5;8,48;19,86
"07/17";0,16;11,82;19,44
"07/17";11,32;12,48;24,68
"07/17";20,12;11,52;22,82
"07/17";0,62;11,46;25,7
"07/17";6,3;13,66;24,74
"07/17";0,72;14,44;29,86
"07/17";2,88;13,1;23,14
"07/17";0;10,38;22,98
"07/17";21,62;12,16;24,62
"07/17";0,36;11,36;23,58
"07/17";0;10,84;25,06
"07/17";4,94;6,24;19,4
"07/17";0,68;10,9;17,8
"07/17";11,8;14,3;20,075
"07/17";12,375;14,425;26,05
"07/17";3,05;11,72;26,82
"07/17";0;13,86;26,44
"07/17";0;9,54;25,68
"07/17";0;17,22;30,88
"07/17";11,075;13,52;21,74
"07/17";12,925;16,06;27,12
"07/18";5,13333333333333;6,275;14,05
"07/18";22,7666666666667;12,45;20,1
"07/18";0;15,2;23
"07/18";0;11,125;20,125
"07/18";0,0666666666666667;11,475;23,45
"07/18";16,02;15,3;28,8
"07/18";10,42;12,05;21,55
"07/18";0;13,75;28,9
"07/18";0,62;7,85;23,05
"07/18";0,92;9,5;20,3
"07/18";0;10,3;21,475
"07/18";0;9,65;19,675
"07/18";0,04;11,825;23,325
"07/18";0,74;10,3;18,15
"07/18";1,58;9,825;17,125
"07/18";11,7;14,76;25,04
"07/18";0;13,86;27,96
"07/18";5,02;10,86;22,44
"07/18";4,32;10,4;17,14
"07/18";0;11,98;26,1
"07/18";12,72;6,94;11,34
"07/18";1,04;13,52;24,58
"07/18";0,46;7,32;14,84
"07/18";12,4;11,8;19,2
"07/18";1,22;12,24;25,5
"07/18";5,04;10,58;20,06
"07/18";16,12;8,74;15,54
"07/18";34,8;13,86;23,78
"07/18";3,02;13,88;29,28
"07/18";6,06;11,84;21,48
"07/18";34,82;13,2;23,82
"07/18";0;11,78;24,36
"07/18";0,4;7,92;20,14
"07/18";68,1;10,18;16,16
"07/18";4,52;13,44;19,88
"07/18";0,76;15,2;30,58
"07/18";0;7,68;20,66
"07/18";0,74;11,28;26,68
"07/18";16,74;13,4;24,38
"07/18";12,74;14,2;22,34
"07/18";1,84;11,2;21,88
"07/18";3,82;9,38;18,2
"07/18";0;11,8;20,58
"07/18";1,18;10,02;22,44
"07/18";0,72;14,18;24,98
"07/18";12,28;13,72;23,64
"07/18";9,12;15,36;28,46
"07/18";0,46;13,52;22,5
"07/18";0;9,52;24,16
"07/18";12,02;12,44;17,58
"07/18";0,7;12,76;25,8
"07/18";0;11,66;27,06
"07/18";0,68;7,56;19,78
"07/18";11,3;9,84;19,36
"07/18";0,475;13,175;19,55
"07/18";0;12,625;23,575
"07/18";1,1;14,48;27,06
"07/18";16,4;14,42;28,44
"07/18";0;10,68;27,72
"07/18";0;17,2;29,24
"07/18";0,475;11,3;19,06
"07/18";23,4;7,66;20,74
"07/19";1,8;10,15;20,8
"07/19";7,9;9,25;15,2
"07/19";0;14,025;26,125
"07/19";0;11,975;23,3
"07/19";0,4;12,675;18,825
"07/19";41,56;8,075;16,775
"07/19";2,08;10,825;17,15
"07/19";14,04;15,35;27
"07/19";3,02;11,45;23,375
"07/19";24,58;10,675;17,2
"07/19";0;9,4;24,6
"07/19";1,26;11,575;18,125
"07/19";4;13,325;24,825
"07/19";7,66;8,45;19,2
"07/19";0,12;8,725;19,3
"07/19";1,06;12,4;25,5
"07/19";1,02;13,92;28,9
"07/19";5,8;13,14;21,52
"07/19";20,96;9,48;16,18
"07/19";0;12,76;28,4
"07/19";6,16;8,18;15,66
"07/19";0;13,88;26,28
"07/19";0;6,32;21,74
"07/19";1,4;10,86;18,18
"07/19";2,18;13,58;25,3
"07/19";1,9;10,92;18,2
"07/19";4,86;8,08;13,18
"07/19";4,4;10,7;19,36
"07/19";0;15,64;28,66
"07/19";0,46;12,22;21,8
"07/19";4,96;10,36;16,66
"07/19";2,06;13,26;25,06
"07/19";0;11,72;21,14
"07/19";25,92;4,92;11,26
"07/19";3,26;13,78;20,16
"07/19";3,12;15,48;30,54
"07/19";4,64;9,22;19,52
"07/19";7,94;14,16;24,66
"07/19";5,22;11,14;17,2
"07/19";20,2;12,4;17,68
"07/19";0;10,28;22,96
"07/19";0;9,7;21,1
"07/19";0;8,3;22,62
"07/19";0,36;13,94;22,86
"07/19";0;14,68;26,54
"07/19";25,7;13,12;19,72
"07/19";10,14;14;21,36
"07/19";0;15,12;26,26
"07/19";0;9,32;21,8
"07/19";2,5;10,2;17,02
"07/19";3,42;14,46;27,26
"07/19";0,94;12,74;28,2
"07/19";0,72;9,88;19,36
"07/19";29;11,34;18,12
"07/19";0;11;21,3
"07/19";0;11,35;27,175
"07/19";1,8;15,7;25,3
"07/19";0,45;12,96;21,46
"07/19";0;14,04;30,66
"07/19";0;17,86;30,6
"07/19";2,75;11,02;24,48
"07/19";0;8,12;20,06
"07/20";0,433333333333333;11,475;25,6
"07/20";2;7,4;13,5
"07/20";0,166666666666667;14,6;25,075
"07/20";0;12,475;23,35
"07/20";0;10,5;25,25
"07/20";0;6,85;21,65
"07/20";0,2;9,725;18,95
"07/20";1,6;13,525;24,4
"07/20";4,04;9,65;19,125
"07/20";5,08;7,95;13,95
"07/20";7,82;12,825;24,45
"07/20";2,34;13,175;20,4
"07/20";12,34;13,45;19,7
"07/20";1,04;11,575;21,075
"07/20";0;10,15;24,575
"07/20";0,2;14,68;26,14
"07/20";0,8;15,06;28,92
"07/20";4,94;11,66;22,88
"07/20";3,48;9,4;17,8
"07/20";3,46;14,56;29,74
"07/20";8,24;8,56;15,98
"07/20";0;13,94;27,84
"07/20";3,18;10,46;20,62
"07/20";2,14;8,84;17
"07/20";3,32;13,64;25,92
"07/20";1,12;10,12;22,76
"07/20";1,94;7,18;13,98
"07/20";0,8;10,96;20,1
"07/20";3,78;14,92;25,98
"07/20";25,88;10,96;21,16
"07/20";3,16;9,74;20,36
"07/20";4,4;13,66;21,46
"07/20";28,9;10,68;21,58
"07/20";9,16;4,96;11,56
"07/20";0,86;13,1;25,64
"07/20";2,5;14,14;27,3
"07/20";0;10,26;22,14
"07/20";22,06;15,18;25,38
"07/20";0;10,1;16,74
"07/20";6,94;10,18;23,2
"07/20";0;11,56;27,36
"07/20";0;7,96;24,36
"07/20";0;9,18;24,88
"07/20";3,3;15,46;24,98
"07/20";0,44;13,4;28,78
"07/20";23,36;10,44;16,1
"07/20";4,62;14,18;19,26
"07/20";0;13,84;29,28
"07/20";0;8,58;20,86
"07/20";1,8;10,88;18,76
"07/20";0;14,1;30,54
"07/20";0,9;13,26;26,9
"07/20";0;8,9;20,82
"07/20";15,26;10,4;15,4
"07/20";0;10,45;25,525
"07/20";0;13,325;29,9
"07/20";3,925;14,14;28,08
"07/20";3,7;11,86;23,06
"07/20";1,05;14,86;31,86
"07/20";2,475;18,16;31,88
"07/20";23,1;14,6;22,28
"07/20";0;11;22,68
"07/21";0,533333333333333;12,775;26,7
"07/21";0;5,975;18,025
"07/21";2,16666666666667;12,775;27,75
"07/21";0;12,975;21,175
"07/21";1,33333333333333;12,475;26,7
"07/21";0;9,675;25,85
"07/21";0;6,575;23,675
"07/21";7,02;13,575;24,7
"07/21";4,64;8,125;17,525
"07/21";22,74;6,825;13,175
"07/21";2,56;12,675;21,625
"07/21";0,04;12,575;20,725
"07/21";5,1;10,9;16,7
"07/21";5,14;9,975;21,125
"07/21";4,12;13,125;27,3
"07/21";0,06;14,5;27,22
"07/21";2,46;15,36;27,8
"07/21";6,46;11,84;17,84
"07/21";1,04;9,18;18,16
"07/21";5,08;13,72;25,7
"07/21";5,86;7,6;13,08
"07/21";0;14,98;25,96
"07/21";0,18;11,7;19,52
"07/21";0;8,76;18,78
"07/21";3,48;13,82;26,52
"07/21";8,12;12,06;21,26
"07/21";6,2;8,3;14,92
"07/21";3,06;12,26;19,98
"07/21";18,54;13,48;20,64
"07/21";1,92;10,58;17,3
"07/21";6,38;9,92;16,1
"07/21";4,98;13,78;22,52
"07/21";5,08;6,7;18,26
"07/21";1,44;8,72;17,1
"07/21";3,72;13,7;27,3
"07/21";0;14,82;24,24
"07/21";0,16;9,66;25,16
"07/21";0,14;10,52;18,92
"07/21";0;10,02;21,72
"07/21";4,28;11,28;20
"07/21";0;12,52;28,08
"07/21";0;10,12;27,14
"07/21";0;11,32;27,9
"07/21";3,04;13,7;23,22
"07/21";0,72;15,2;30,32
"07/21";1,66;9,86;16,84
"07/21";0,08;14,6;23,84
"07/21";1,88;15,78;30,7
"07/21";0;7,66;21,4
"07/21";0,12;9,28;19,54
"07/21";0;16,66;32,26
"07/21";10,92;15,74;26,36
"07/21";0;9,76;22,06
"07/21";0;10,08;20,06
"07/21";4,775;12,575;26
"07/21";5,35;15,875;29,875
"07/21";0,35;14,02;27,16
"07/21";1,525;12,14;20,74
"07/21";5;17,02;31,76
"07/21";0,3;16,78;29,2
"07/21";3,05;10,3;18,58
"07/21";0,9;11,7;27,12
"07/22";12,1666666666667;14,225;27,6
"07/22";1,03333333333333;7,575;20,35
"07/22";3,93333333333333;15,85;27,825
"07/22";1,1;9,875;25,225
"07/22";1,06666666666667;13,125;26,925
"07/22";0;13,225;27,7
"07/22";8,86;10,8;23,875
"07/22";13,56;13,45;19,65
"07/22";4,68;8,2;20,275
"07/22";4,78;6,55;15,475
"07/22";42,44;10,5;17,35
"07/22";0;12,325;23,225
"07/22";12,02;7,4;19
"07/22";1,56;11,075;20,875
"07/22";12,24;11,325;21,65
"07/22";1,82;14,68;27
"07/22";7,6;14,82;24,84
"07/22";1,36;10,24;21,1
"07/22";19,78;9,96;14,78
"07/22";2,34;14,26;26,46
"07/22";0;6,76;16,42
"07/22";0,06;12,3;25,98
"07/22";10,36;12,58;25,66
"07/22";0;7,92;20,5
"07/22";1,78;15,02;25,64
"07/22";25,74;11,62;16,72
"07/22";0;7,86;17,96
"07/22";0,04;12,6;22,38
"07/22";21,62;10,24;17,02
"07/22";0;9,04;16,44
"07/22";0;7,2;17,18
"07/22";6,24;11,64;18,56
"07/22";0;7,58;17,56
"07/22";1,2;8,86;22,44
"07/22";13,12;13,6;25,62
"07/22";0;10,44;28,9
"07/22";0,58;11,82;24,86
"07/22";0;8,42;24,12
"07/22";0,92;9,66;25,12
"07/22";0,2;10,08;22,92
"07/22";0,5;14,64;27,84
"07/22";1,76;12,5;23,92
"07/22";0;12,64;28,76
"07/22";0;12,88;23,52
"07/22";7,32;15,64;27,16
"07/22";1,02;9,42;17,12
"07/22";0;14,12;26,98
"07/22";6,72;17,34;31,44
"07/22";0;7,44;23,28
"07/22";0;10,3;24,4
"07/22";6,14;17,08;28,86
"07/22";37,92;12,48;21,02
"07/22";2,44;10,04;24,32
"07/22";0;8,66;24,88
"07/22";1,9;12,85;20,65
"07/22";6,55;14,6;29,45
"07/22";1,675;16,14;28,32
"07/22";3;12,9;20,8
"07/22";0,5;15,72;29,88
"07/22";0,15;15,78;25,66
"07/22";8,725;8,9;14,92
"07/22";0,475;14,64;29,36
"07/23";11,9333333333333;12,75;20,875
"07/23";10,9333333333333;10,65;18,15
"07/23";10,2;14,525;25,2
"07/23";21,6;12,85;18
"07/23";0,0666666666666667;12,85;26,625
"07/23";2,74;13,975;26,65
"07/23";0,72;12,2;22,25
"07/23";0;12,85;21,3
"07/23";2;10,2;20,075
"07/23";4,22;8,75;12,6
"07/23";8,36;7,875;16,425
"07/23";0,52;11,125;25,4
"07/23";14,88;6,7;13,375
"07/23";1,28;11,525;18,425
"07/23";4,04;12,975;21,275
"07/23";6,14;14,22;27,06
"07/23";6,44;12,88;18,1
"07/23";0;11,22;23,32
"07/23";12,62;10,52;16,7
"07/23";8,3;14,2;24,94
"07/23";1,26;6,42;18,16
"07/23";3,22;12,76;27,62
"07/23";2,22;11,62;26,26
"07/23";1,36;9,38;23,7
"07/23";0;14,08;23,78
"07/23";4,86;8,8;18,22
"07/23";0;8;24,06
"07/23";0,54;11,92;25,12
"07/23";6,4;9,34;13,44
"07/23";0;7,72;21,68
"07/23";0;5,66;21,16
"07/23";0;8,42;18,32
"07/23";0;5,58;23,96
"07/23";0;11,56;23,4
"07/23";7,04;13,4;20,58
"07/23";0,22;14,52;30,4
"07/23";2,1;12,02;24,1
"07/23";0;11,72;26,94
"07/23";6,76;13;26,54
"07/23";1,26;13,34;24,6
"07/23";0;15,94;30,68
"07/23";7,08;14,7;25,44
"07/23";6,26;13,28;26,56
"07/23";1,44;12;27,18
"07/23";0;14,02;25,62
"07/23";0;8,9;19,84
"07/23";0,98;13,7;28,6
"07/23";0,42;16,44;26,12
"07/23";2,3;9,54;27,96
"07/23";7,16;11,38;23,8
"07/23";5,08;15,36;29,18
"07/23";9;8,86;15,54
"07/23";1,4;11,56;23,34
"07/23";0,24;10,98;26,8
"07/23";0;10,875;25,25
"07/23";4,4;14,5;25,575
"07/23";6,075;15,62;26,48
"07/23";6,35;10,88;20,24
"07/23";2,15;15,62;27,56
"07/23";1,425;11,68;27,9
"07/23";2,525;8,9;15,4
"07/23";1,1;16,14;32,5
"07/24";19,5333333333333;11,675;22,175
"07/24";0,566666666666667;9,65;20,025
"07/24";0,2;12,55;21,625
"07/24";12,4;10,425;16,625
"07/24";0,133333333333333;11,8;21,1
"07/24";0;12,8;21,875
"07/24";0,54;10,325;20,925
"07/24";0,02;12,4;23,6
"07/24";3,92;11,45;18,675
"07/24";3,12;9,25;17,35
"07/24";4,08;9,6;14,925
"07/24";2,04;12,525;23,45
"07/24";1,12;5,65;13,675
"07/24";1,06;7,975;22,625
"07/24";0;9,75;24,15
"07/24";0,22;13,34;27,62
"07/24";0;11,28;21,9
"07/24";5,18;11,34;24,18
"07/24";0,28;12,02;21,32
"07/24";4,8;14,34;22,64
"07/24";14,6;9,4;13,6
"07/24";0,18;14,74;28,88
"07/24";21,86;13,6;27,62
"07/24";2,54;11,06;24,08
"07/24";2,32;14;26,8
"07/24";4,6;9,32;15,48
"07/24";15,44;12,58;22,56
"07/24";16,28;13,04;24,6
"07/24";2,72;10,94;16,4
"07/24";0;10,18;25,82
"07/24";0;7,86;22,9
"07/24";0,06;8,94;17,92
"07/24";0;10,64;25,9
"07/24";24,22;11,46;20,14
"07/24";10,34;13,76;20,96
"07/24";3,04;14,92;28,22
"07/24";4,06;11,66;22,16
"07/24";0,14;11,64;26,68
"07/24";12,5;7,72;21,16
"07/24";5,44;14,34;25,48
"07/24";8,3;15,6;28,84
"07/24";8,12;14,54;26,28
"07/24";3,12;12,8;23,48
"07/24";24,32;15,1;23,78
"07/24";0;13,9;27,46
"07/24";0;10,82;24,76
"07/24";1,7;13,8;28,5
"07/24";0;14,94;25,12
"07/24";14,44;14,96;25,3
"07/24";8,28;13,14;23,32
"07/24";5,46;16,5;26,88
"07/24";0,26;9,24;19,12
"07/24";10,56;14,5;23,1
"07/24";0,66;13,04;23,66
"07/24";4,9;13,35;23,525
"07/24";9,2;13,975;23,2
"07/24";9,675;14,92;22,14
"07/24";0,775;10,54;20,92
"07/24";0,975;14,6;29,22
"07/24";11,925;12,1;25,02
"07/24";0;9,82;19,48
"07/24";21,675;14,7;25,94
"07/25";2,6;10,225;15,75
"07/25";0;8,65;22,55
"07/25";0;11,975;24,6
"07/25";6,33333333333333;9;12,775
"07/25";0;9,425;20,125
"07/25";0;11;26,375
"07/25";0;11,95;25,175
"07/25";3,06;11,175;21,025
"07/25";0;12,3;20,975
"07/25";5,16;11,15;18,175
"07/25";0;8,075;19,7
"07/25";1,2;13,55;22
"07/25";2,04;7,625;16,725
"07/25";0;10,8;23,025
"07/25";0;12,05;27,95
"07/25";2,8;13,64;28,9
"07/25";0;10,36;23,14
"07/25";28,2;14,3;22,5
"07/25";3,58;10,68;21,36
"07/25";20,06;12,54;22,9
"07/25";4,3;9,06;15,42
"07/25";6,92;15,66;27,38
"07/25";3,04;10,34;19
"07/25";0;10,96;25,9
"07/25";11,94;15,12;24,36
"07/25";4,18;8,02;14,58
"07/25";5,2;9,74;17,64
"07/25";6,06;10,26;16,6
"07/25";31,88;9,76;14,22
"07/25";34,06;11,92;24,16
"07/25";2,58;10,52;23,66
"07/25";0;8,5;21,9
"07/25";0;11,48;26,7
"07/25";7,42;7,86;16,06
"07/25";9,74;12,42;19,22
"07/25";0;13,74;29,14
"07/25";16,86;12,28;24,7
"07/25";1,6;13,64;27,54
"07/25";0;5,98;21,4
"07/25";21,2;13,54;20,72
"07/25";0;12,42;25,84
"07/25";6,02;13,86;23,7
"07/25";0;10,88;23,6
"07/25";26,1;11,5;17,3
"07/25";1,14;15,84;25,02
"07/25";15,98;13,4;22,76
"07/25";0;14,52;28,5
"07/25";0;15,72;27,5
"07/25";0,28;12,54;21,16
"07/25";3,78;12,84;20,16
"07/25";11,7;15,48;22,66
"07/25";0;9;21,24
"07/25";3,28;13,08;22,98
"07/25";0;13,76;24,16
"07/25";3,025;11,75;16,65
"07/25";0;11,9;24,025
"07/25";4,975;14,38;22,3
"07/25";6,525;14,06;24,4
